CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,_CNPJ_DIGITOS,_DT_REFER,_VERSAO_NUM
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2,Passivo Total,10923298.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01,Passivo Circulante,3755770.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.01,Obrigações Sociais e Trabalhistas,406082.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.01.01,Obrigações Sociais,24669.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.01.02,Obrigações Trabalhistas,381413.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.02,Fornecedores,200244.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.02.01,Fornecedores Nacionais,195295.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.02.02,Fornecedores Estrangeiros,4949.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.03,Obrigações Fiscais,97955.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.03.01,Obrigações Fiscais Federais,85860.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,0.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.03.02,Obrigações Fiscais Estaduais,681.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.03.03,Obrigações Fiscais Municipais,11414.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.04,Empréstimos e Financiamentos,120800.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.04.01,Empréstimos e Financiamentos,0.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.04.01.01,Em Moeda Nacional,0.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.04.01.02,Em Moeda Estrangeira,0.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.04.02,Debêntures,61331.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.04.03,Financiamento por Arrendamento,59469.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.05,Outras Obrigações,471441.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.05.01,Passivos com Partes Relacionadas,0.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.05.01.01,Débitos com Coligadas,0.0000000000,S,53113791000122,2023-06-30,1
53.113.791/0001-22,2023-06-30,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2023-06-30,2.01.05.01.03,Débitos com Controladores,0.0000000000,S,53113791000122,2023-06-30,1
