empresa_chave,tipo_provento,periodo_deliberacao,data,data_pagamento,base_distribuicao,volume_total_brl,dividendo_por_acao_brl,fonte,empresa,ticker,setor
totvs,JCP,RCA 24/07/2023,2023-07-24,2023-08-25,2023,138871104.3,0.23,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
totvs,JCP,RCA 29/11/2023,2023-11-29,2023-12-22,2023,126797940.99,0.21,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
totvs,JCP,RCA 01/08/2024,2024-08-01,2024-08-26,2024,136811458.67,0.23,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
totvs,JCP,RCA 25/11/2024,2024-11-25,2024-12-27,2024,128893866.86,0.22,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
totvs,JCP,RCA 18/03/2025,2025-03-18,2025-04-04,2025,82026143.36,0.14,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
totvs,JCP,RCA 16/06/2025,2025-06-16,2025-07-07,2025,88143582.3,0.15,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
totvs,JCP,RCA 17/09/2025,2025-09-17,2025-10-06,2025,88144274.4,0.15,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
totvs,JCP,RCA 10/12/2025,2025-12-10,2025-12-30,2025,99898738.97,0.17,https://ri.totvs.com/informacoes-financeiras/dividendos-e-jcp/,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
