data,acoes_em_circulacao,empresa_chave,empresa,ticker,setor
2023-01-21,606579968,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-01-21,614940992,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-01-23,605747008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-02,607355008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-03,605747008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-09,606145024,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-10,605747008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-15,618873024,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-16,606385024,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-19,605750016,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-25,627126976,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-27,605750016,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-28,605750016,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-02-28,607705024,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-02,610411008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-03,605750016,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-04,608372992,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-05,606624000,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-08,605750016,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-10,605068992,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-18,614406976,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-19,605068992,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-23,606588032,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-24,641419008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-25,605068992,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-29,613062016,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-03-30,605068992,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-04-14,601752000,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-04-19,616995008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-04-20,601752000,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-04-21,604577984,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-04-22,601752000,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-04-26,605742976,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-04-27,601752000,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-05-13,603908992,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-05-16,601753984,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-06-02,629582016,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-06-03,601753984,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-06-14,616931008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-06-15,603787008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-06-23,623795968,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-06-24,603787008,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
2023-07-12,603790976,totvs,TOTVS S.A.,TOTS3,Tecnologia da Informação / Software
