empresa_chave,tipo_provento,periodo_deliberacao,data,data_pagamento,base_distribuicao,volume_total_brl,dividendo_por_acao_brl,fonte,empresa,ticker,setor
smartfit,JCP,Out/2023,2023-10-31,2023-10-27,2023,206600000.0,0.3524153209,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
smartfit,JCP,Dez/2023,2023-12-31,2023-12-21,2023,59400000.0,0.1013232943,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
smartfit,JCP,Jun/2024,2024-06-30,2024-07-31,2024,50000000.0,0.0852889683,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
smartfit,JCP,Dez/2024,2024-12-31,2025-02-12,2024,258500000.0,0.44094396609,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
smartfit,JCP,Mar/2025,2025-03-31,2025-04-30,2025,40000000.0,0.06697362319,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
smartfit,JCP,Jun/2025,2025-06-30,2025-07-31,2025,40000000.0,0.06697362319,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
smartfit,JCP,Set/2025,2025-09-30,2025-10-31,2025,40000000.0,0.06697393583,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
smartfit,JCP,Dez/2025,2025-12-31,2026-01-13,2025,502724000.0,0.84173491445,https://investor.smartfit.com.br/dividendos-jcp/,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMFT3,Consumo Cíclico / Academias
