CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_INI_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,_CNPJ_DIGITOS,_DT_REFER,_VERSAO_NUM
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.01,Receita de Venda de Bens e/ou Serviços,2024378.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.02,Custo dos Bens e/ou Serviços Vendidos,-1205446.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.03,Resultado Bruto,818932.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.04,Despesas/Receitas Operacionais,-205943.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.04.01,Despesas com Vendas,-160279.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.04.02,Despesas Gerais e Administrativas,-207070.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.04.04,Outras Receitas Operacionais,0.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.04.05,Outras Despesas Operacionais,158234.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.04.06,Resultado de Equivalência Patrimonial,3172.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,612989.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.06,Resultado Financeiro,-213190.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.06.01,Receitas Financeiras,231587.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.06.02,Despesas Financeiras,-444777.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.07,Resultado Antes dos Tributos sobre o Lucro,399799.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-53796.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.08.01,Corrente,-70693.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.08.02,Diferido,16897.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.09,Resultado Líquido das Operações Continuadas,346003.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.10,Resultado Líquido de Operações Descontinuadas,0.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.11,Lucro/Prejuízo Consolidado do Período,346003.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.11.01,Atribuído a Sócios da Empresa Controladora,342855.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.11.02,Atribuído a Sócios Não Controladores,3148.0000000000,S,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.99,Lucro por Ação - (Reais / Ação),0.0000000000,N,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.99.01,Lucro Básico por Ação,0.0000000000,N,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.99.01.01,ON,0.5848000000,N,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.99.01.02,PN,0.0000000000,N,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.99.02,Lucro Diluído por Ação,0.0000000000,N,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.99.02.01,ON,0.5642000000,N,07594978000178,2023-06-30,1
07.594.978/0001-78,2023-06-30,1,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2023-01-01,2023-06-30,3.99.02.02,PN,0.0000000000,N,07594978000178,2023-06-30,1
