CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_INI_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,_CNPJ_DIGITOS,_DT_REFER,_VERSAO_NUM
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,265416.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.06,Resultado Financeiro,-347731.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.06.01,Receitas Financeiras,450779.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.06.02,Despesas Financeiras,-798510.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.07,Resultado Antes dos Tributos sobre o Lucro,-82315.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-3736.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.08.01,Corrente,-63093.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.08.02,Diferido,59357.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.09,Resultado Líquido das Operações Continuadas,-86051.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.11,Lucro/Prejuízo Consolidado do Período,-86051.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.11.01,Atribuído a Sócios da Empresa Controladora,-89431.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.11.02,Atribuído a Sócios Não Controladores,3380.0000000000,S,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.99,Lucro por Ação - (Reais / Ação),-0.1500000000,N,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.99.01,Lucro Básico por Ação,-0.1500000000,N,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.99.01.01,ON,-0.1500000000,N,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.99.01.02,PN,0.0000000000,N,07594978000178,2022-12-31,2
07.594.978/0001-78,2022-12-31,2,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,024260,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2022-01-01,2022-12-31,3.99.02,Lucro Diluído por Ação,0.0000000000,N,07594978000178,2022-12-31,2
