CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,_CNPJ_DIGITOS,_DT_REFER,_VERSAO_NUM
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1,Ativo Total,8531721.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01,Ativo Circulante,2763558.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.01,Caixa e Equivalentes de Caixa,1942162.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.02,Aplicações Financeiras,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.02.01.01,Títulos para Negociação,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.02.01.02,Títulos Designados a Valor Justo,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.02.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.02.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.02.03.01,Títulos para Negociação,0.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.03,Contas a Receber,563328.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.03.01,Clientes,563328.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.03.01.01,Contas a Receber,625678.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.03.01.02,Provisão para perda esperada,-62350.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.03.02,Outras Contas a Receber,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.04,Estoques,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.05,Ativos Biológicos,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.06,Tributos a Recuperar,83519.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.06.01,Tributos Correntes a Recuperar,83519.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.07,Despesas Antecipadas,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.08,Outros Ativos Circulantes,174549.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.08.01,Ativos Não-Correntes a Venda,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.08.01.01,Ativos da Dimensão de Techfin,0.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.08.02,Ativos de Operações Descontinuadas,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.08.03,Outros,174549.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.08.03.01,Garantias de investimentos,13974.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.01.08.03.02,Outros Ativos,160575.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02,Ativo Não Circulante,5768163.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01,Ativo Realizável a Longo Prazo,785927.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.01.01,Títulos Designados a Valor Justo,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.04,Contas a Receber,13796.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.04.01,Clientes,13796.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.04.02,Outras Contas a Receber,0.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.05,Estoques,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.06,Ativos Biológicos,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.07,Tributos Diferidos,253511.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.07.01,Ativo Fiscal Diferido,253511.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.08,Despesas Antecipadas,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.09,Créditos com Partes Relacionadas,5050.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.09.01,Créditos com Coligadas,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.09.03,Créditos com Partes Relacionadas,5050.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.09.04,Créditos com Outras Partes Relacionadas,0.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10,Outros Ativos Não Circulantes,513570.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10.01,Ativos Não-Correntes a Venda,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10.02,Ativos de Operações Descontinuadas,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10.03,Depósito Judicial,28373.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10.04,Ativos financeiros,179830.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10.05,Tributos a Recuperar,0.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10.06,Garantias de investimentos,188845.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.01.10.07,Outros Ativos,116522.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.02,Investimentos,321796.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.02.01,Participações Societárias,321796.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.02.01.01,Participações em Coligadas,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.02.01.04,Participações em Controladas em Conjunto,321796.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.02.01.05,Outros Investimentos,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.02.02,Propriedades para Investimento,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.03,Imobilizado,399215.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.03.01,Imobilizado em Operação,285145.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.03.02,Direito de Uso em Arrendamento,114070.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.03.03,Imobilizado em Andamento,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.04,Intangível,4261225.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.04.01,Intangíveis,879430.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.04.01.01,Contrato de Concessão,0.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.04.01.02,Intangíveis,879430.0000000000,N,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.04.02,Goodwill,3381795.0000000000,S,53113791000122,2024-12-31,1
53.113.791/0001-22,2024-12-31,1,TOTVS S.A.,019992,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2024-12-31,1.02.04.02.01,Goodwill,3381795.0000000000,N,53113791000122,2024-12-31,1
